Make,Model,Buyer Gender,Buyer Age,Country,City,Color,New Car,Purchase Date,Sale Price,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Pontiac,LeMans,Male,74,Latvia,Vecpiebalga,Maroon,FALSE,17/09/2011,63067.35,42313.65,0.22,148.1,8.9
Land Rover,Freelander,Male,53,United States,Sacramento,Mauv,FALSE,18/02/2003,26329.33,33498.13,0.2,193.1,9.2
Chevrolet,Impala,Male,70,Brazil,Praia Grande,Yellow,FALSE,26/11/2013,59674.29,14520.45,0.13,200.2,3.2
Nissan,Xterra,Male,27,France,Roissy Charles-de-Gaulle,Yellow,TRUE,19/10/2008,40376.83,47528.31,0.18,148.2,4.3
Volvo,240,Female,69,Kosovo,Dubova (Driloni),Puce,FALSE,12/05/2011,70282.48,21808.48,0.15,215.4,3.9
Cadillac,XLR,Male,73,Honduras,Concepción de la Barranca,Orange,FALSE,05/04/2015,71441.27,13379.78,0.1,137.8,9.8
Ford,F-Series,Male,50,Niger,Diffa,Purple,TRUE,16/09/2009,96044.54,30790.06,0.22,163,9.3
Mazda,Mazda6,Female,23,El Salvador,Apopa,Goldenrod,FALSE,01/05/2018,96021.18,40886.86,0.13,145.2,13.3
Acura,TL,Female,42,Ukraine,Radekhiv,Orange,FALSE,09/08/2018,35466.67,49988.65,0.13,134,11.7
Bentley,Continental Flying Spur,Female,69,Indonesia,Panyindangan,Khaki,FALSE,10/05/2013,47121.75,10736.67,0.03,153.9,13.1
Ford,Mustang,Female,63,Peru,Mariatana,Red,FALSE,19/10/2005,69950.43,7805.98,0.25,164.5,6.4
Chevrolet,3500,Female,28,South Korea,Reiko,Yellow,TRUE,03/12/2017,69724.71,45833.93,0.04,230.1,12.7
Lotus,Evora,Male,74,Philippines,Pangapisan,Violet,TRUE,19/07/2009,13665.77,11270.33,0.23,205.6,7.7
Ford,E-Series,Female,40,China,Lixi,Turquoise,FALSE,01/02/2019,16703.6,18211.27,0.1,223.8,3.9
Mercedes-Benz,SLK-Class,Male,57,Brazil,Rolante,Indigo,TRUE,06/07/2009,81096.87,16657.94,0.22,183.8,6.6
Volkswagen,Fox,Male,61,Guatemala,Acatenango,Aquamarine,FALSE,23/09/2010,31408.41,7554.95,0.03,209.6,4.3
Citroën,CX,Female,27,China,Hexi,Orange,FALSE,23/08/2002,82467.24,43353.82,0.23,164.8,12.6
Acura,MDX,Male,22,Indonesia,Kebonkai,Turquoise,FALSE,01/11/2020,49403.01,19769.29,0.09,190.7,10.1
Hyundai,Sonata,Female,65,Thailand,Chum Phuang,Maroon,FALSE,02/04/2016,20287.82,39267.73,0.12,134.3,7.7
Isuzu,Axiom,Female,41,Indonesia,Bakung Utara,Indigo,FALSE,24/09/2004,81898.6,37033.24,0.05,189.6,14.7
Saab,9-7X,Male,63,Brazil,Riachão do Jacuípe,Khaki,FALSE,12/02/2011,95642.67,45199.88,0.22,208,12.8
Mitsubishi,Chariot,Male,23,Venezuela,Camatagua,Teal,FALSE,10/05/2006,43118.75,5297.9,0.07,244.6,10.3
Plymouth,Grand Voyager,Male,36,Greece,Astypálaia,Purple,FALSE,09/05/2009,58237.59,20051.85,0.01,133.9,2.4
Lamborghini,Countach,Female,62,Israel,‘Afula ‘Illit,Puce,FALSE,07/11/2019,91260.76,43179.93,0.06,230.2,5
Nissan,Sentra,Male,67,Argentina,Fontana,Crimson,TRUE,22/08/2013,85349.49,44271.84,0.16,149.9,8.1
Isuzu,i-370,Male,42,Ukraine,Novohrad-Volyns’kyy,Mauv,FALSE,25/01/2002,66554.94,9978.65,0.06,179.7,2.7
Chevrolet,Silverado 1500,Male,71,China,Dalazi,Crimson,TRUE,26/02/2020,60285.33,25284.99,0.03,186.6,3.4
Lamborghini,Gallardo,Female,24,China,Jianping,Aquamarine,FALSE,20/01/2005,70126.32,4893.23,0.07,134.7,3.5
Pontiac,LeMans,Male,68,Indonesia,Nonohonis,Aquamarine,TRUE,06/08/2003,53049.7,14709.55,0.04,210.1,2.4
Volkswagen,Jetta III,Female,65,Brazil,Jaraguá do Sul,Mauv,FALSE,26/11/2014,72820.81,45000.87,0.2,135.8,7.9
Lexus,SC,Female,45,Poland,Wąwolnica,Orange,FALSE,25/01/2015,84375.37,30302.92,0.18,242.8,9
Honda,Element,Female,61,Malaysia,Sandakan,Red,TRUE,19/01/2008,88651.23,26047.97,0.22,192.6,8.7
Ford,Econoline E250,Male,73,Colombia,San Calixto,Red,TRUE,30/08/2011,24963.26,29193.94,0.23,191.2,14.4
Mazda,Mazda3,Female,43,Russia,Paratunka,Puce,TRUE,09/09/2016,42928.14,33277.99,0.15,209.9,8.5
Ford,F350,Male,40,Russia,Arsen’yev,Yellow,TRUE,24/08/2010,92656.05,9528.66,0.06,155.7,8.3
Ford,Taurus,Female,43,Chad,Mongo,Indigo,FALSE,21/07/2010,87981.16,28259.63,0.19,146.1,5.2
Toyota,Sienna,Female,61,Portugal,Torreira,Blue,TRUE,13/12/2014,51824.8,30556.69,0.14,150.2,7.5
Buick,Riviera,Male,20,Brazil,Feira de Santana,Teal,TRUE,17/08/2006,75434.09,25020.38,0.17,245,4
Audi,A8,Female,40,Indonesia,Cerme Kidul,Fuscia,TRUE,20/07/2017,86749.45,34427.83,0.25,231.2,2
Lincoln,Continental,Female,75,Russia,Kislyakovskaya,Aquamarine,FALSE,06/03/2005,72493.43,7370.67,0.23,123.3,6.2
MINI,Cooper,Female,51,China,Sigou,Pink,TRUE,27/06/2007,27285.24,39514.13,0.16,163.2,5.5
Buick,Riviera,Female,49,Ukraine,Kornyn,Violet,FALSE,12/05/2003,36099.63,22804.26,0.24,172.5,13.8
Isuzu,Amigo,Male,34,Poland,Łomianki,Puce,FALSE,11/12/2017,26367.76,45725.62,0.15,136.8,3.1
Mazda,Familia,Male,25,Indonesia,Labuhansumbawa,Orange,FALSE,12/08/2004,43100.74,13932.8,0.25,152.5,9.4
Scion,tC,Male,52,Japan,Chigasaki,Green,FALSE,26/10/2010,22557.76,26652.49,0.08,195.1,7.6
Saab,9000,Female,39,Finland,Kittilä,Maroon,TRUE,15/01/2016,56186.48,40632.62,0.06,154.5,12.2
Mitsubishi,Outlander,Female,34,Peru,Caja,Puce,TRUE,22/02/2009,88166.34,29271.86,0.04,124.3,11.5
Kia,Sedona,Male,32,Ukraine,Vashkivtsi,Yellow,TRUE,08/12/2006,43710.8,14444.76,0.23,229.1,10.2
Toyota,Camry Hybrid,Female,72,Azerbaijan,Shamkhor,Orange,TRUE,10/01/2002,18659.96,4341.61,0.16,176.5,11.2
Saab,9000,Male,43,Philippines,Digkilaan,Turquoise,FALSE,17/03/2009,77749.44,32002.04,0.07,165.2,4.8
Infiniti,QX,Male,47,Colombia,Montenegro,Khaki,TRUE,16/01/2007,40038.24,5889.63,0.02,211.9,10.8
Honda,Accord,Male,44,Japan,Tanashichō,Turquoise,FALSE,30/11/2003,24065.74,21455.09,0.14,144.5,4.5
Mitsubishi,Galant,Male,48,Russia,Labytnangi,Blue,TRUE,18/03/2009,16229.59,4422.27,0.02,244.8,11.8
Chevrolet,Venture,Male,62,Russia,Monastyrishche,Turquoise,FALSE,05/04/2018,61050.55,37888.58,0.03,169.1,4.6
Ford,LTD Crown Victoria,Female,34,Indonesia,Sungaiduri,Yellow,FALSE,25/02/2010,98178.88,10216.59,0.05,137,2.8
Mercedes-Benz,M-Class,Female,67,Peru,Quichuay,Yellow,FALSE,22/06/2012,80348.1,31862.65,0.1,143.6,3.7
Daewoo,Lanos,Male,33,Iran,Shāzand,Turquoise,FALSE,29/08/2011,67709.06,40696.25,0.16,144.9,7.5
Subaru,Legacy,Female,49,Poland,Regimin,Aquamarine,FALSE,23/11/2020,10680.18,49104.93,0.24,243.3,4.2
Jaguar,S-Type,Male,47,Colombia,Cimitarra,Red,TRUE,02/03/2016,63364.02,33874.49,0.19,210.4,4.6
Suzuki,Kizashi,Female,26,France,Orléans,Goldenrod,TRUE,14/03/2008,54483.92,49146.79,0.21,214.2,4.9
GMC,Envoy XUV,Female,38,Brazil,Cabreúva,Violet,FALSE,12/10/2011,59052.54,24457.98,0.19,142.5,4.4
Volkswagen,Phaeton,Female,41,China,Xiexiong,Blue,FALSE,30/01/2013,29945.68,28323.94,0.04,137.5,7.3
Mitsubishi,Excel,Female,46,Brazil,Guariba,Pink,FALSE,22/01/2012,62141.77,29704,0.23,148,10.1
Audi,S6,Male,73,France,Alençon,Indigo,FALSE,20/01/2005,91851.74,43391.12,0.08,178.2,12.7
Saab,09-Mar,Male,38,Philippines,Calaba,Khaki,TRUE,07/06/2004,56744.71,25923.43,0.08,141.4,2.9
GMC,Yukon XL 1500,Male,71,Sweden,Kista,Khaki,TRUE,29/10/2008,51047.4,28002.81,0.15,124.3,14.1
Mitsubishi,GTO,Male,48,Mexico,Las Palmas,Indigo,FALSE,01/11/2017,44458.83,44781.36,0.08,245.9,11.6
Land Rover,Range Rover,Male,25,China,Yongledian,Goldenrod,FALSE,03/10/2009,30120.31,17865.19,0.09,220.4,14.1
Mercedes-Benz,S-Class,Female,35,Philippines,Patrocinio,Turquoise,FALSE,04/09/2005,88367.29,39024.33,0.01,188.8,9.5
Toyota,Tundra,Male,43,China,Sanjia,Fuscia,FALSE,17/07/2020,38767.66,29928.04,0.13,215.2,5.3
Mercedes-Benz,E-Class,Female,40,Malaysia,Kuala Terengganu,Red,TRUE,24/11/2010,10681.04,30337.21,0.2,213.7,8.5
Audi,4000CS Quattro,Male,44,Brazil,Governador Valadares,Red,TRUE,21/01/2013,83442.31,44390.85,0.24,126.2,6
GMC,Envoy,Female,38,Indonesia,Genang,Aquamarine,FALSE,07/08/2003,96691.74,46240.72,0.03,217.9,4
Ford,Ranger,Female,54,China,Qijiazuo,Maroon,FALSE,14/02/2017,43347.44,35964.83,0.02,228.9,6.3
Chrysler,LHS,Female,30,Greece,Mirsíni,Green,TRUE,24/07/2020,75956.4,5702.71,0.06,188.7,9.2
Bentley,Continental Flying Spur,Female,32,Indonesia,Pantenan,Mauv,FALSE,29/12/2017,98315.87,25410.13,0.16,177.8,7.3
Mercedes-Benz,G55 AMG,Female,59,Sweden,Enskede,Blue,FALSE,23/02/2007,53404.25,39004.64,0.12,183.8,7
Pontiac,Solstice,Male,45,Mexico,La Soledad,Aquamarine,FALSE,31/07/2014,89707.19,26927.79,0.13,145.3,8
Hummer,H2,Male,24,South Africa,Willowmore,Goldenrod,TRUE,17/06/2011,35498.24,16294.41,0.17,180.3,7.8
Toyota,Matrix,Male,31,Colombia,Sincé,Indigo,TRUE,04/09/2010,26235.34,9796.5,0.21,231.2,3.5
Ford,F250,Male,27,Peru,Mañazo,Teal,TRUE,30/12/2007,89122.61,4852.96,0.15,237.9,14.9
Audi,5000CS,Female,66,France,Maisons-Laffitte,Orange,TRUE,29/03/2010,67428.56,10629.39,0.08,237.8,5.1
Pontiac,1000,Female,53,Philippines,Malibago,Puce,TRUE,07/06/2018,12087.54,25715.09,0.06,190.8,2.2
Saab,900,Male,67,Czech Republic,Valdice,Orange,TRUE,06/05/2003,79248.4,49269.05,0.14,127.6,2.6
Audi,5000S,Female,69,Poland,Jadowniki,Green,TRUE,24/06/2004,65248.94,21763.69,0.12,225.5,14.9
Volkswagen,Golf,Female,44,China,Jiaoyuan,Blue,TRUE,03/05/2018,73168.89,11264.72,0.02,220.8,3.7
Volvo,S40,Male,56,Portugal,Valada,Puce,TRUE,14/09/2010,34852.4,45912.46,0.18,183.7,6.3
Dodge,Viper,Female,60,China,Sanyi,Crimson,FALSE,23/03/2004,26185.71,27551.81,0.05,136.5,7.8
Lexus,ES,Male,39,Canada,Langford,Maroon,FALSE,26/07/2018,99973.44,32521.53,0.21,228.1,4.7
Ford,Bronco II,Male,56,Portugal,Loureiro,Maroon,TRUE,04/06/2006,15755.04,42585.83,0.18,131.1,2.3
Volkswagen,GLI,Female,48,Czech Republic,Černý Most,Fuscia,FALSE,30/07/2008,63614.72,49010.84,0.11,240.5,9.4
Dodge,Ram 1500,Female,37,Honduras,El Llano,Purple,TRUE,02/12/2002,10127.51,11494.47,0.22,147.2,4.7
Hyundai,Accent,Female,52,Russia,Nyagan,Aquamarine,TRUE,11/02/2020,82393.82,31593.35,0.05,204.2,6.7
Chrysler,Imperial,Female,28,Guatemala,Chisec,Blue,TRUE,30/11/2002,74915.58,8085.38,0.13,232.3,6.8
Mitsubishi,Raider,Female,45,China,Kuanghe,Fuscia,FALSE,24/09/2002,29728.29,34007.65,0.16,163.6,11.6
Mitsubishi,Galant,Female,54,Canada,Dollard-Des Ormeaux,Blue,FALSE,05/12/2019,42685.76,6923.19,0.24,131.6,13.7
Land Rover,Range Rover,Male,38,Greece,Plagiári,Purple,TRUE,18/05/2003,30781.97,18405.32,0.07,153.7,11
Mercedes-Benz,SLK-Class,Male,56,Russia,Chiri-Yurt,Yellow,FALSE,19/03/2002,26995.31,18389.97,0.16,155.4,6.7
Chevrolet,Cobalt,Male,70,China,Xinshi,Goldenrod,FALSE,11/12/2005,46535.95,24267.77,0.04,148.3,12.2
Mazda,RX-7,Female,39,Russia,Shalinskoye,Purple,FALSE,10/05/2008,14535.43,10179.63,0.2,198.6,4.7
Buick,LeSabre,Male,52,Czech Republic,Horní Počaply,Khaki,TRUE,10/06/2020,74433.98,38055.63,0.03,192.2,10.3
Mercedes-Benz,E-Class,Male,42,Philippines,Bantuanon,Blue,FALSE,15/01/2009,19232.85,44384.12,0.11,248.1,8.3
Porsche,928,Female,71,Brazil,Aracruz,Green,TRUE,25/12/2016,10422.84,19406.75,0.21,198,14
Chevrolet,Express 1500,Male,42,France,Paris 02,Blue,TRUE,02/03/2011,29122.36,17751.41,0.2,143.3,4.4
Acura,Integra,Male,28,China,Languan,Khaki,TRUE,23/10/2002,69093.07,21187.34,0.05,177.6,7.2
Toyota,Tundra,Male,59,United States,Minneapolis,Crimson,FALSE,23/02/2006,91913.2,28484.34,0.19,174,7.9
GMC,2500,Female,57,Philippines,Tungao,Teal,TRUE,03/05/2015,27506.15,15663.03,0.02,226,10.5
Toyota,MR2,Female,55,China,Yanping,Khaki,FALSE,24/03/2013,24169.67,3095.66,0.18,173.4,9.4
Hummer,H1,Female,42,South Korea,Yŏnmu,Indigo,TRUE,28/04/2008,35055.44,38963.8,0.18,183,11
Lincoln,MKT,Male,70,Indonesia,Temuji,Turquoise,FALSE,03/08/2020,44265.59,38901.93,0.14,186.7,6.5
BMW,530,Female,32,Colombia,Guayabal de Síquima,Goldenrod,TRUE,27/04/2004,54344.95,39625.66,0.12,232.7,10
Mercury,Villager,Female,23,China,Xinkaikou,Goldenrod,TRUE,23/08/2012,36094.7,10801.22,0.03,154.9,6
Land Rover,Discovery,Male,24,China,Yuchi,Puce,TRUE,27/06/2004,36824.76,17121.64,0.09,222.4,14
Ford,E-Series,Female,38,Greece,Grevená,Yellow,FALSE,28/08/2016,96876.22,22816.11,0.24,143.2,5
Mercury,Sable,Female,54,Germany,Berlin,Turquoise,TRUE,30/10/2020,17306.24,43423.17,0.2,189.9,7.5
Nissan,Pathfinder,Male,55,Philippines,Rizal,Turquoise,FALSE,27/12/2002,82039.04,38257.5,0.11,166.4,12.8
Saab,9000,Female,60,Colombia,Pailitas,Crimson,FALSE,05/11/2005,78753.97,30781.26,0.17,160.5,3
Volvo,XC90,Female,56,China,Wa’eryi,Violet,TRUE,11/05/2004,21997.89,44299.36,0.11,206.9,12.9
Volkswagen,rio,Female,53,Indonesia,Gogosuket,Violet,TRUE,13/09/2016,48728.97,8439.52,0.23,177.5,9.5
Oldsmobile,Cutlass,Female,75,China,Lianpeng,Turquoise,TRUE,23/03/2012,36786.8,33727.06,0.05,220.2,8.5
Audi,Q7,Female,73,Greece,Mílos,Red,TRUE,02/06/2012,23436.85,13290.53,0.05,188.3,14.3
Chrysler,Imperial,Female,44,China,Bifeng,Turquoise,FALSE,19/06/2006,36257.76,48217.71,0.05,249.5,6.4
Toyota,Echo,Male,52,Ukraine,Znomenka,Purple,TRUE,03/08/2020,89199.41,18176.55,0.18,237.9,14.3
Ford,E350,Male,44,Argentina,Comodoro Rivadavia,Purple,TRUE,18/06/2009,79831.49,26680.04,0.17,166.2,8.5
GMC,Yukon XL 2500,Male,21,Czech Republic,Malá Strana,Maroon,FALSE,27/06/2019,34788.02,38600.62,0.05,134.2,12.5
Chevrolet,HHR,Male,40,Russia,Chelbasskaya,Teal,TRUE,05/03/2006,78258.38,18189.82,0.12,178.2,11.9
Mitsubishi,Pajero,Male,40,Indonesia,Arosbaya,Violet,FALSE,01/11/2013,46101.73,11511.03,0.14,183.6,7.9
Isuzu,Hombre Space,Female,75,Kazakhstan,Terenozek,Mauv,TRUE,06/10/2018,18275.69,2993.98,0.07,180.4,11.1
Chevrolet,Aveo,Male,22,Kenya,Garissa,Goldenrod,TRUE,08/01/2010,79120.44,17042.05,0.23,215.7,9.5
Volvo,V90,Male,54,South Africa,Impendle,Fuscia,FALSE,02/04/2007,68115.66,39671.8,0.04,210.2,11.7
Acura,TL,Female,67,Iran,Eqbālīyeh,Red,FALSE,31/05/2010,26470.95,41287.84,0.25,213.4,6.9
Honda,Civic,Female,22,El Salvador,Cacaopera,Violet,FALSE,08/09/2012,45516.06,9242.35,0.03,209.5,10.2
Toyota,Camry,Female,58,Jamaica,Black River,Red,TRUE,10/12/2013,53683.96,42492.46,0.15,212.9,3.6
Chevrolet,Suburban 1500,Female,23,China,Gaojingzhuang,Yellow,FALSE,16/10/2003,96565.09,42604.41,0.05,190.9,6.2
Dodge,Ram 2500,Male,36,South Korea,Kimje,Purple,TRUE,08/07/2002,96734.45,34276.83,0.14,217.3,10.3
Hyundai,Equus,Female,44,Czech Republic,Dolní Sloupnice,Mauv,FALSE,19/12/2012,78856.03,35896.42,0.15,193.2,4.2
Ford,Thunderbird,Female,36,Indonesia,Talibura,Violet,FALSE,28/07/2017,63370.12,42778.3,0.17,157.7,9.9
Audi,A8,Male,33,Indonesia,Bolorejo,Teal,FALSE,08/01/2014,48397.8,16023.92,0.2,120.6,10.4
GMC,Sonoma,Male,72,Afghanistan,Sar Chakān,Orange,TRUE,11/11/2014,38270.93,41318.27,0.14,229.5,14.4
Pontiac,Grand Prix,Female,26,Poland,Drawno,Mauv,TRUE,17/02/2011,77054.7,8821.74,0.07,205.3,6.9
Mercedes-Benz,300SL,Female,55,China,Huangtan,Khaki,FALSE,06/06/2013,14291.08,45717.04,0.11,226.9,11.6
Buick,LeSabre,Male,53,Portugal,Courelas Bravas,Fuscia,FALSE,19/05/2006,86755.42,9028.9,0.14,120.5,8.4
GMC,2500 Club Coupe,Male,73,China,Fengjiang,Maroon,FALSE,18/10/2011,40481.5,46847.13,0.16,204.9,2.4
Hyundai,Excel,Female,23,Norway,Bergen,Crimson,TRUE,17/05/2017,83779.18,22929.67,0.12,225.6,6.2
Dodge,Dakota,Male,39,Portugal,Bemposta,Yellow,FALSE,31/12/2018,33319.56,29718.17,0.07,231.1,7.9
Chevrolet,Express 1500,Male,66,Indonesia,Jorong Lauk,Violet,TRUE,15/01/2003,50911.02,30741.42,0.23,163.5,11.8
Ford,Econoline E350,Female,35,China,Heilangkou,Fuscia,FALSE,01/01/2004,37656.44,32021.55,0.17,207.2,9.2
Ford,Mustang,Female,72,Russia,Berëzovka,Puce,FALSE,11/11/2017,76882.03,48874.71,0.02,170.9,11
Mazda,Tribute,Female,55,China,Banqiao,Turquoise,FALSE,13/02/2011,59463.24,15196.22,0.04,241.3,8.8
Kia,Sedona,Female,37,China,Pingshui,Green,FALSE,01/10/2018,18552.33,37340.19,0.15,154.3,5.5
Mercury,Cougar,Male,48,Netherlands,Emmen,Red,FALSE,11/03/2015,55286.39,19148.65,0.11,127.5,5.3
Acura,TL,Female,73,China,Huangliang,Orange,FALSE,07/04/2014,84400.48,34211.91,0.08,151,8
Plymouth,Acclaim,Male,55,Russia,Novaya Chigla,Blue,TRUE,18/03/2014,77886.68,12935.73,0.02,191.8,8.2
BMW,325,Female,44,Pakistan,Pākpattan,Blue,FALSE,14/08/2013,94541.61,45348.44,0.14,154.4,5.1
Plymouth,Colt,Female,54,Serbia,Banatski Dvor,Aquamarine,FALSE,12/02/2017,19465.74,6708.36,0.02,248.3,14.9
Chevrolet,G-Series G30,Female,48,Vietnam,Quy Đạt,Teal,FALSE,27/05/2016,80108.28,6684.53,0.1,208.6,3.3
Dodge,Intrepid,Male,20,Indonesia,Mengenkrajan,Green,FALSE,13/04/2009,98871.66,36605.2,0.25,235.1,10.9
Infiniti,G,Male,52,Belarus,Hal’shany,Goldenrod,FALSE,03/06/2014,74086.46,24491.4,0.02,153,2.9
Chevrolet,Express 2500,Male,30,Serbia,Banatski Dvor,Orange,FALSE,16/02/2017,31329.68,29004.61,0.05,169.9,14.7
Cadillac,SRX,Male,73,Indonesia,Krajan Craken,Blue,TRUE,18/10/2004,26048.41,34056.66,0.12,237.8,8.1
Volkswagen,Golf,Male,62,Russia,Glubokiy,Yellow,FALSE,30/03/2008,61711.56,34488.95,0.19,126.9,13.1
Toyota,Tacoma Xtra,Female,53,Ireland,Kingscourt,Goldenrod,FALSE,18/01/2018,18788.8,21552.33,0.08,162.6,10.8
Rolls-Royce,Phantom,Female,37,Finland,Kittilä,Orange,TRUE,23/04/2009,11367.03,6127.62,0.14,214,12.9
Honda,Insight,Female,55,Malaysia,Kota Kinabalu,Violet,FALSE,07/05/2004,93935.5,48749.1,0.08,198.8,3.4
Chevrolet,Camaro,Female,39,Poland,Siennica Różana,Fuscia,TRUE,24/04/2010,25712.68,29944.5,0.23,158.3,10.5
Buick,Regal,Female,49,China,Shanghu,Teal,TRUE,29/06/2007,16281.02,19537.1,0.09,174.1,12.6
Chevrolet,Express 3500,Female,30,Albania,Laç,Khaki,FALSE,11/04/2002,26684.6,40631.72,0.04,220.4,3.8
Kia,Sephia,Male,30,Indonesia,Hoi,Violet,FALSE,26/07/2002,66194.81,20482.01,0.03,225.4,9.8
GMC,Yukon XL 2500,Male,25,Portugal,Pai do Vento,Fuscia,TRUE,14/11/2008,11289.74,39546.14,0.11,128,4.4
Chevrolet,Silverado 3500,Male,69,Colombia,El Cantón de San Pablo,Yellow,TRUE,07/08/2013,49953.35,7239.81,0.08,131.1,8.1
Chevrolet,Impala,Female,74,Indonesia,Tohong,Turquoise,TRUE,03/05/2004,37460.08,14412.66,0.17,143.5,6.5
BMW,Z4,Male,64,China,Matoupu,Crimson,TRUE,14/06/2017,77983.92,42713.6,0.22,179.2,9.6
Suzuki,Sidekick,Female,23,Micronesia,Oneop,Goldenrod,FALSE,15/01/2017,71725.87,24295.05,0.18,159.8,14
Mitsubishi,Sigma,Female,34,Poland,Brusy,Violet,FALSE,04/10/2018,60499.76,44815.41,0.24,154.7,5.3
Chrysler,PT Cruiser,Female,48,Indonesia,Sembungin,Yellow,TRUE,27/09/2020,69968.68,48477.83,0.04,139.4,6.2
Chevrolet,Express 1500,Female,61,Philippines,General Emilio Aguinaldo,Turquoise,FALSE,27/12/2008,26293.04,23772.58,0.05,163.9,5.1
Suzuki,Swift,Male,71,Poland,Udanin,Puce,TRUE,21/07/2011,59626.55,32693.06,0.16,134.8,12.7
Buick,Electra,Female,45,France,Lyon,Blue,FALSE,26/01/2010,77761.34,49975.97,0.11,199.6,9.1
Lincoln,Continental Mark VII,Female,47,Jordan,Ḩalāwah,Fuscia,FALSE,30/11/2013,45992.42,25028.22,0.23,156.1,8.6
Maybach,Landaulet,Male,37,Philippines,Surup,Purple,FALSE,26/06/2007,72069.2,24846.72,0.23,148.4,7.5
Pontiac,G5,Male,50,Poland,Prochowice,Indigo,FALSE,09/11/2008,56074.65,46403.51,0.16,170,11.4
Volkswagen,Routan,Female,20,Russia,Lazo,Puce,TRUE,12/08/2009,29372.94,22766.95,0.18,209.7,12.1
BMW,550,Male,38,Mexico,Lazaro Cardenas,Teal,TRUE,30/05/2012,35868,28219.98,0.08,238.3,7.6
Ford,Explorer,Male,71,Canada,Baie-D'Urfé,Turquoise,TRUE,02/11/2018,10692.63,48930.82,0.04,248,14.7
Chevrolet,Camaro,Female,42,Brazil,Barra dos Coqueiros,Aquamarine,FALSE,30/08/2005,38549.62,32597.31,0.09,222.6,6.1
Geo,Prizm,Female,22,Norway,Isdalstø,Fuscia,FALSE,20/02/2017,81083.54,15312.85,0.12,130.6,6.1
Mitsubishi,Montero Sport,Male,36,Poland,Bierawa,Goldenrod,TRUE,12/07/2007,53223.11,9313.83,0.03,137.2,13.1
Volvo,V70,Male,52,China,Fucheng,Turquoise,FALSE,27/05/2008,87880.55,18126.25,0.22,240.4,14.3
Chrysler,PT Cruiser,Female,69,Portugal,Vila Verde,Yellow,TRUE,08/10/2006,94382.83,39772.25,0.25,168.9,14.4
Buick,Park Avenue,Female,75,Serbia,Seleuš,Khaki,FALSE,29/01/2007,11347.9,25904.91,0.15,180.3,11.8
Jaguar,XK Series,Male,58,Macedonia,Kumanovo,Violet,FALSE,03/08/2003,82276.1,38076.79,0.14,220.1,10.5
Mercedes-Benz,300E,Female,64,Philippines,Nangka,Indigo,TRUE,13/07/2004,91377.58,14297.97,0.19,190.6,12.8
Acura,NSX,Female,42,South Korea,Koesan,Puce,FALSE,25/01/2011,17521.93,42639.7,0.25,155.1,10.3
GMC,Sonoma,Male,48,China,Longmen,Goldenrod,TRUE,25/05/2007,23616.77,29514.88,0.06,249.5,5.3
Toyota,Matrix,Female,21,China,Chencai,Khaki,FALSE,20/06/2019,58614.61,29822.58,0.14,130.8,6.5
Buick,Regal,Female,20,France,Roubaix,Goldenrod,FALSE,20/05/2009,41430.63,2777.18,0.2,248.1,5.2
Lincoln,Continental Mark VII,Female,54,Yemen,Āl Ma‘ūdah,Pink,FALSE,27/06/2020,67773.9,27185.1,0.09,169.4,11.5
Mitsubishi,Mirage,Male,41,China,Haocun,Orange,FALSE,13/10/2006,47639.85,9053.25,0.22,235.1,3.5
Pontiac,1000,Female,69,Pakistan,Badīn,Maroon,TRUE,19/06/2015,84740.15,29926.08,0.02,208.9,10.8
Toyota,Avalon,Female,36,Tunisia,Gabès,Teal,FALSE,02/01/2003,49194.27,13377.27,0.08,130.6,14.6
Ford,E-Series,Male,53,China,Niejiahe,Fuscia,TRUE,09/04/2016,85275.91,49825.38,0.18,150,9.8
Suzuki,Grand Vitara,Male,39,Russia,Burayevo,Mauv,TRUE,22/09/2016,18572.96,43831.25,0.15,134.6,7.6
Nissan,Maxima,Female,34,Colombia,Garagoa,Teal,TRUE,12/05/2006,73672.08,7372.99,0.14,233.9,9
Ford,Courier,Male,25,Portugal,Senhor da Serra,Purple,FALSE,02/11/2010,31097.49,28702.22,0.04,217.5,10
BMW,M6,Female,70,Japan,Aisai,Violet,FALSE,04/11/2006,94749.91,30180.59,0.21,131.1,4.6
Suzuki,Aerio,Female,32,Laos,Không,Khaki,TRUE,29/03/2011,46299.28,11994.41,0.11,175.5,9.1
Ford,F350,Male,75,Netherlands,Tilburg,Aquamarine,TRUE,19/06/2002,76233.58,32307.3,0.08,194.9,6.4
Hyundai,Accent,Female,22,Yemen,Maţarah,Orange,FALSE,09/07/2013,77174.46,2168.83,0.05,246.5,7.4
Jaguar,XJ Series,Male,35,China,Taishan,Crimson,FALSE,22/08/2010,53409.33,23323.03,0.22,198.1,9.7
BMW,M5,Female,45,Sweden,Hörby,Teal,FALSE,27/09/2014,35512.32,2698.71,0.11,137,14.9
GMC,Rally Wagon G3500,Female,56,Indonesia,Guay,Blue,FALSE,12/07/2017,90962.14,30073.1,0.04,124.9,8.9
BMW,7 Series,Female,33,Indonesia,Sangkulirang,Violet,FALSE,26/01/2003,92742.2,29746.54,0.08,151.6,9.7
Dodge,Intrepid,Female,44,Croatia,Novi Zagreb,Goldenrod,TRUE,15/06/2013,54496.35,32728.81,0.03,221.1,10.6
